lemma,pos,rank,form_text,morphology,is_primary
ausziehen,VERB,1631,ausziehen,lemma,True
ausziehen,VERB,1631,zog aus,preterite_3sg,False
ausziehen,VERB,1631,ausgezogen,participle_ii,False
Aussage,NOUN,1632,Aussage,lemma,True
Aussage,NOUN,1632,Aussage,genitive_singular,False
Aussage,NOUN,1632,Aussagen,nominative_plural,False
Jahrhundert,NOUN,1633,Jahrhundert,lemma,True
Jahrhundert,NOUN,1633,Jahrhunderts,genitive_singular,False
Jahrhundert,NOUN,1633,Jahrhunderte,nominative_plural,False
vergehen,VERB,1634,vergehen,lemma,True
vergehen,VERB,1634,verging,preterite_3sg,False
vergehen,VERB,1634,vergangen,participle_ii,False
Theorie,NOUN,1635,Theorie,lemma,True
Theorie,NOUN,1635,Theorie,genitive_singular,False
Theorie,NOUN,1635,Theorien,nominative_plural,False
Zahn,NOUN,1636,Zahn,lemma,True
Zahn,NOUN,1636,Zahns,genitive_singular,False
Zahn,NOUN,1636,Zähne,nominative_plural,False
streichen,VERB,1637,streichen,lemma,True
streichen,VERB,1637,strich,preterite_3sg,False
streichen,VERB,1637,gestrichen,participle_ii,False
empfinden,VERB,1638,empfinden,lemma,True
empfinden,VERB,1638,empfand,preterite_3sg,False
empfinden,VERB,1638,empfunden,participle_ii,False
helfen,VERB,1639,helfen,lemma,True
helfen,VERB,1639,half,preterite_3sg,False
helfen,VERB,1639,geholfen,participle_ii,False
Regen,NOUN,1640,Regen,lemma,True
Regen,NOUN,1640,Regens,genitive_singular,False
Regen,NOUN,1640,Regen,nominative_plural,False
schassen,VERB,1641,schassen,lemma,True
schassen,VERB,1641,schass,preterite_3sg,False
schassen,VERB,1641,geschasst,participle_ii,False
Sünde,NOUN,1642,Sünde,lemma,True
Sünde,NOUN,1642,Sünde,genitive_singular,False
Sünde,NOUN,1642,Sünden,nominative_plural,False
Medikament,NOUN,1643,Medikament,lemma,True
Medikament,NOUN,1643,Medikaments,genitive_singular,False
Medikament,NOUN,1643,Medikamente,nominative_plural,False
Maus,NOUN,1644,Maus,lemma,True
Maus,NOUN,1644,Maus,genitive_singular,False
Maus,NOUN,1644,Mäuse,nominative_plural,False
dicht,ADV,1645,dicht,lemma,True
Panik,NOUN,1646,Panik,lemma,True
Panik,NOUN,1646,Panik,genitive_singular,False
Panik,NOUN,1646,Paniken,nominative_plural,False
Flughafen,NOUN,1647,Flughafen,lemma,True
Flughafen,NOUN,1647,Flughafens,genitive_singular,False
Flughafen,NOUN,1647,Flughäfen,nominative_plural,False
Deutsch,NOUN,1648,Deutsch,lemma,True
Deutsch,NOUN,1648,Deutsch,genitive_singular,False
Deutsch,NOUN,1648,Deutsch,nominative_plural,False
mehrere,PRON,1649,mehrere,lemma,True
lebendig,ADV,1650,lebendig,lemma,True
verwirren,ADV,1651,verwirren,lemma,True
voraus,ADP,1652,voraus,lemma,True
selten,ADV,1653,selten,lemma,True
sterben,VERB,1654,sterben,lemma,True
sterben,VERB,1654,starb,preterite_3sg,False
sterben,VERB,1654,gestorben,participle_ii,False
sollen,VERB,1655,sollen,lemma,True
sollen,VERB,1655,sollte,preterite_3sg,False
sollen,VERB,1655,gesollt,participle_ii,False
Talent,NOUN,1656,Talent,lemma,True
Talent,NOUN,1656,Talents,genitive_singular,False
Talent,NOUN,1656,Talente,nominative_plural,False
einander,PRON,1657,einander,lemma,True
abnehmen,VERB,1658,abnehmen,lemma,True
abnehmen,VERB,1658,nahm ab,preterite_3sg,False
abnehmen,VERB,1658,abgenommen,participle_ii,False
weiterhin,ADV,1659,weiterhin,lemma,True
bilden,VERB,1660,bilden,lemma,True
bilden,VERB,1660,bildete,preterite_3sg,False
bilden,VERB,1660,gebildet,participle_ii,False
selber,PRON,1661,selber,lemma,True
Artikel,NOUN,1662,Artikel,lemma,True
Artikel,NOUN,1662,Artikels,genitive_singular,False
Artikel,NOUN,1662,Artikel,nominative_plural,False
Alkohol,NOUN,1663,Alkohol,lemma,True
Alkohol,NOUN,1663,Alkohols,genitive_singular,False
Alkohol,NOUN,1663,Alkohole,nominative_plural,False
verrücken,VERB,1664,verrücken,lemma,True
verrücken,VERB,1664,verrückte,preterite_3sg,False
verrücken,VERB,1664,verrückt,participle_ii,False
ich,PRON,1665,ich,lemma,True
brav,ADV,1666,brav,lemma,True
fordern,VERB,1667,fordern,lemma,True
fordern,VERB,1667,forderte,preterite_3sg,False
fordern,VERB,1667,gefordert,participle_ii,False
Harvey,VERB,1668,Harvey,lemma,True
Post,NOUN,1669,Post,lemma,True
Post,NOUN,1669,Post,genitive_singular,False
Post,NOUN,1669,Posten,nominative_plural,False
aufgeregt,ADV,1670,aufgeregt,lemma,True
anschauen,VERB,1671,anschauen,lemma,True
anschauen,VERB,1671,schaute an,preterite_3sg,False
anschauen,VERB,1671,angeschaut,participle_ii,False
Selbstmord,NOUN,1672,Selbstmord,lemma,True
Selbstmord,NOUN,1672,Selbstmords,genitive_singular,False
Selbstmord,NOUN,1672,Selbstmorde,nominative_plural,False
Dumme,NOUN,1673,Dumme,lemma,True
Dumme,NOUN,1673,Dummen,genitive_singular,False
Dumme,NOUN,1673,Dummen,nominative_plural,False
trainieren,VERB,1674,trainieren,lemma,True
trainieren,VERB,1674,trainierte,preterite_3sg,False
trainieren,VERB,1674,trainiert,participle_ii,False
irgendein,PRON,1675,irgendein,lemma,True
Magie,NOUN,1676,Magie,lemma,True
Magie,NOUN,1676,Magie,genitive_singular,False
Magie,NOUN,1676,Magien,nominative_plural,False
verbergen,VERB,1677,verbergen,lemma,True
verbergen,VERB,1677,verbarg,preterite_3sg,False
verbergen,VERB,1677,verborgen,participle_ii,False
Killer,NOUN,1678,Killer,lemma,True
Killer,NOUN,1678,Killers,genitive_singular,False
Killer,NOUN,1678,Killer,nominative_plural,False
Flucht,NOUN,1679,Flucht,lemma,True
Flucht,NOUN,1679,Flucht,genitive_singular,False
Flucht,NOUN,1679,Fluchten,nominative_plural,False
Offizier,NOUN,1680,Offizier,lemma,True
Offizier,NOUN,1680,Offiziers,genitive_singular,False
Offizier,NOUN,1680,Offiziere,nominative_plural,False
Gegenteil,NOUN,1681,Gegenteil,lemma,True
Gegenteil,NOUN,1681,Gegenteils,genitive_singular,False
Gegenteil,NOUN,1681,Gegenteile,nominative_plural,False
gratulieren,VERB,1682,gratulieren,lemma,True
gratulieren,VERB,1682,gratulierte,preterite_3sg,False
gratulieren,VERB,1682,gratuliert,participle_ii,False
üben,VERB,1683,üben,lemma,True
üben,VERB,1683,übte,preterite_3sg,False
üben,VERB,1683,geübt,participle_ii,False
schlimm,ADJ,1684,schlimm,lemma,True
wetten,VERB,1685,wetten,lemma,True
wetten,VERB,1685,wettete,preterite_3sg,False
wetten,VERB,1685,gewettet,participle_ii,False
Angelegenheit,NOUN,1686,Angelegenheit,lemma,True
Angelegenheit,NOUN,1686,Angelegenheit,genitive_singular,False
Angelegenheit,NOUN,1686,Angelegenheiten,nominative_plural,False
Trottel,NOUN,1687,Trottel,lemma,True
Trottel,NOUN,1687,Trottels,genitive_singular,False
Trottel,NOUN,1687,Trottel,nominative_plural,False
sichern,VERB,1688,sichern,lemma,True
sichern,VERB,1688,sicherte,preterite_3sg,False
sichern,VERB,1688,gesichert,participle_ii,False
deutlich,ADJ,1689,deutlich,lemma,True
immerhin,ADV,1690,immerhin,lemma,True
beschreiben,VERB,1691,beschreiben,lemma,True
beschreiben,VERB,1691,beschrieb,preterite_3sg,False
beschreiben,VERB,1691,beschrieben,participle_ii,False
erfreuen,VERB,1692,erfreuen,lemma,True
erfreuen,VERB,1692,erfreute,preterite_3sg,False
erfreuen,VERB,1692,erfreut,participle_ii,False
innerhalb,ADP,1693,innerhalb,lemma,True
matt,ADJ,1694,matt,lemma,True
blind,ADJ,1695,blind,lemma,True
bereuen,VERB,1696,bereuen,lemma,True
bereuen,VERB,1696,bereute,preterite_3sg,False
bereuen,VERB,1696,bereut,participle_ii,False
schlau,ADJ,1697,schlau,lemma,True
Affe,NOUN,1698,Affe,lemma,True
Affe,NOUN,1698,Affen,genitive_singular,False
Affe,NOUN,1698,Affen,nominative_plural,False
drohen,VERB,1699,drohen,lemma,True
drohen,VERB,1699,drohte,preterite_3sg,False
drohen,VERB,1699,gedroht,participle_ii,False
spielen,VERB,1700,spielen,lemma,True
spielen,VERB,1700,spielte,preterite_3sg,False
spielen,VERB,1700,gespielt,participle_ii,False
zuletzt,ADV,1701,zuletzt,lemma,True
englisch,ADV,1702,englisch,lemma,True
abgeben,VERB,1703,abgeben,lemma,True
abgeben,VERB,1703,gab ab,preterite_3sg,False
abgeben,VERB,1703,abgegeben,participle_ii,False
interessant,ADJ,1704,interessant,lemma,True
ignorieren,VERB,1705,ignorieren,lemma,True
ignorieren,VERB,1705,ignorierte,preterite_3sg,False
ignorieren,VERB,1705,ignoriert,participle_ii,False
schämen,VERB,1706,schämen,lemma,True
schämen,VERB,1706,schämte,preterite_3sg,False
schämen,VERB,1706,geschämt,participle_ii,False
knapp,ADV,1707,knapp,lemma,True
merkwürdig,ADV,1708,merkwürdig,lemma,True
begreifen,VERB,1709,begreifen,lemma,True
begreifen,VERB,1709,begriff,preterite_3sg,False
begreifen,VERB,1709,begriffen,participle_ii,False
auffallen,VERB,1710,auffallen,lemma,True
auffallen,VERB,1710,fiel auf,preterite_3sg,False
auffallen,VERB,1710,aufgefallen,participle_ii,False
malen,VERB,1711,malen,lemma,True
malen,VERB,1711,malte,preterite_3sg,False
malen,VERB,1711,gemalt,participle_ii,False
rechnen,VERB,1712,rechnen,lemma,True
rechnen,VERB,1712,rechnete,preterite_3sg,False
rechnen,VERB,1712,gerechnet,participle_ii,False
Trick,NOUN,1713,Trick,lemma,True
Trick,NOUN,1713,Tricks,genitive_singular,False
Trick,NOUN,1713,Tricks,nominative_plural,False
Doug,ADV,1714,Doug,lemma,True
begraben,VERB,1715,begraben,lemma,True
begraben,VERB,1715,begrub,preterite_3sg,False
begraben,VERB,1715,begraben,participle_ii,False
Rote,NOUN,1716,Rote,lemma,True
Rote,NOUN,1716,Roten,genitive_singular,False
Rote,NOUN,1716,Roten,nominative_plural,False
Sonntag,NOUN,1717,Sonntag,lemma,True
Sonntag,NOUN,1717,Sonntags,genitive_singular,False
Sonntag,NOUN,1717,Sonntage,nominative_plural,False
garantieren,VERB,1718,garantieren,lemma,True
garantieren,VERB,1718,garantierte,preterite_3sg,False
garantieren,VERB,1718,garantiert,participle_ii,False
Reinkommen,NOUN,1719,Reinkommen,lemma,True
Reinkommen,NOUN,1719,Reinkommens,genitive_singular,False
Reinkommen,NOUN,1719,Reinkommens,nominative_plural,False
Unterstützung,NOUN,1720,Unterstützung,lemma,True
Unterstützung,NOUN,1720,Unterstützung,genitive_singular,False
Unterstützung,NOUN,1720,Unterstützungen,nominative_plural,False
Rechnung,NOUN,1721,Rechnung,lemma,True
Rechnung,NOUN,1721,Rechnung,genitive_singular,False
Rechnung,NOUN,1721,Rechnungen,nominative_plural,False
jener,PRON,1722,jener,lemma,True
benötigen,VERB,1723,benötigen,lemma,True
benötigen,VERB,1723,benötigte,preterite_3sg,False
benötigen,VERB,1723,benötigt,participle_ii,False
achten,VERB,1724,achten,lemma,True
achten,VERB,1724,achtete,preterite_3sg,False
achten,VERB,1724,geachtet,participle_ii,False
möglicherweise,ADV,1725,möglicherweise,lemma,True
definitiv,ADV,1726,definitiv,lemma,True
Ed,NOUN,1727,Ed,lemma,True
Vincent,VERB,1728,Vincent,lemma,True
Gebiet,NOUN,1729,Gebiet,lemma,True
Gebiet,NOUN,1729,Gebietes,genitive_singular,False
Gebiet,NOUN,1729,Gebiete,nominative_plural,False
Priester,NOUN,1730,Priester,lemma,True
Priester,NOUN,1730,Priesters,genitive_singular,False
Priester,NOUN,1730,Priester,nominative_plural,False
abends,ADV,1731,abends,lemma,True
gelingen,VERB,1732,gelingen,lemma,True
gelingen,VERB,1732,gelang,preterite_3sg,False
gelingen,VERB,1732,gelungen,participle_ii,False
wenden,VERB,1733,wenden,lemma,True
wenden,VERB,1733,wandte,preterite_3sg,False
wenden,VERB,1733,gewandt,participle_ii,False
Kohle,NOUN,1734,Kohle,lemma,True
Kohle,NOUN,1734,Kohle,genitive_singular,False
Kohle,NOUN,1734,Kohlen,nominative_plural,False
fangen,VERB,1735,fangen,lemma,True
fangen,VERB,1735,fing,preterite_3sg,False
fangen,VERB,1735,gefangen,participle_ii,False
Cousin,NOUN,1736,Cousin,lemma,True
Cousin,NOUN,1736,Cousins,genitive_singular,False
Cousin,NOUN,1736,Cousins,nominative_plural,False
einsam,ADV,1737,einsam,lemma,True
löschen,VERB,1738,löschen,lemma,True
löschen,VERB,1738,löschte,preterite_3sg,False
löschen,VERB,1738,gelöscht,participle_ii,False
heiligen,VERB,1739,heiligen,lemma,True
heiligen,VERB,1739,heiligte,preterite_3sg,False
heiligen,VERB,1739,geheiligt,participle_ii,False
ebenfalls,ADV,1740,ebenfalls,lemma,True
binden,VERB,1741,binden,lemma,True
binden,VERB,1741,band,preterite_3sg,False
binden,VERB,1741,gebunden,participle_ii,False
jederzeit,ADV,1742,jederzeit,lemma,True
Mittel,NOUN,1743,Mittel,lemma,True
Mittel,NOUN,1743,Mittels,genitive_singular,False
Mittel,NOUN,1743,Mittel,nominative_plural,False
wundervoll,ADV,1744,wundervoll,lemma,True
testen,VERB,1745,testen,lemma,True
testen,VERB,1745,testete,preterite_3sg,False
testen,VERB,1745,getestet,participle_ii,False
Prozent,NOUN,1746,Prozent,lemma,True
Prozent,NOUN,1746,Prozents,genitive_singular,False
Prozent,NOUN,1746,Prozente,nominative_plural,False
präsentieren,VERB,1747,präsentieren,lemma,True
präsentieren,VERB,1747,präsentierte,preterite_3sg,False
präsentieren,VERB,1747,präsentiert,participle_ii,False
Hoheit,NOUN,1748,Hoheit,lemma,True
Hoheit,NOUN,1748,Hoheit,genitive_singular,False
Hoheit,NOUN,1748,Hoheiten,nominative_plural,False
früh,ADJ,1749,früh,lemma,True
Stern,NOUN,1750,Stern,lemma,True
Stern,NOUN,1750,Sterns,genitive_singular,False
Stern,NOUN,1750,Sterne,nominative_plural,False
Zugang,NOUN,1751,Zugang,lemma,True
Zugang,NOUN,1751,Zugangs,genitive_singular,False
Zugang,NOUN,1751,Zugänge,nominative_plural,False
Station,NOUN,1752,Station,lemma,True
Station,NOUN,1752,Station,genitive_singular,False
Station,NOUN,1752,Stationen,nominative_plural,False
Bühne,NOUN,1753,Bühne,lemma,True
Bühne,NOUN,1753,Bühne,genitive_singular,False
Bühne,NOUN,1753,Bühnen,nominative_plural,False
Verlust,NOUN,1754,Verlust,lemma,True
Verlust,NOUN,1754,Verlusts,genitive_singular,False
Verlust,NOUN,1754,Verluste,nominative_plural,False
vorn,ADV,1755,vorn,lemma,True
Erlaubnis,NOUN,1756,Erlaubnis,lemma,True
Erlaubnis,NOUN,1756,Erlaubnis,genitive_singular,False
Erlaubnis,NOUN,1756,Erlaubnisse,nominative_plural,False
großartig,ADJ,1757,großartig,lemma,True
Beruf,NOUN,1758,Beruf,lemma,True
Beruf,NOUN,1758,Berufs,genitive_singular,False
Beruf,NOUN,1758,Berufe,nominative_plural,False
Lügner,NOUN,1759,Lügner,lemma,True
Lügner,NOUN,1759,Lügners,genitive_singular,False
Lügner,NOUN,1759,Lügner,nominative_plural,False
Beerdigung,NOUN,1760,Beerdigung,lemma,True
Beerdigung,NOUN,1760,Beerdigung,genitive_singular,False
Beerdigung,NOUN,1760,Beeerdigungen,nominative_plural,False
Schauspieler,NOUN,1761,Schauspieler,lemma,True
Schauspieler,NOUN,1761,Schauspielers,genitive_singular,False
Schauspieler,NOUN,1761,Schauspieler,nominative_plural,False
kündigen,VERB,1762,kündigen,lemma,True
kündigen,VERB,1762,kündigte,preterite_3sg,False
kündigen,VERB,1762,gekündigt,participle_ii,False
inzwischen,ADV,1763,inzwischen,lemma,True
ausgeben,VERB,1764,ausgeben,lemma,True
ausgeben,VERB,1764,gab aus,preterite_3sg,False
ausgeben,VERB,1764,ausgegeben,participle_ii,False
Presse,NOUN,1765,Presse,lemma,True
Presse,NOUN,1765,Presse,genitive_singular,False
Presse,NOUN,1765,Pressen,nominative_plural,False
fein,ADJ,1766,fein,lemma,True
Geduld,NOUN,1767,Geduld,lemma,True
Geduld,NOUN,1767,Geduld,genitive_singular,False
Geduld,NOUN,1767,Gedulden,nominative_plural,False
erheben,VERB,1768,erheben,lemma,True
erheben,VERB,1768,erhob,preterite_3sg,False
erheben,VERB,1768,erhoben,participle_ii,False
aussuchen,VERB,1769,aussuchen,lemma,True
aussuchen,VERB,1769,suchte aus,preterite_3sg,False
aussuchen,VERB,1769,ausgesucht,participle_ii,False
Gerechtigkeit,NOUN,1770,Gerechtigkeit,lemma,True
Gerechtigkeit,NOUN,1770,Gerechtigkeit,genitive_singular,False
Gerechtigkeit,NOUN,1770,Gerechtigkeiten,nominative_plural,False
Anruf,NOUN,1771,Anruf,lemma,True
Anruf,NOUN,1771,Anrufs,genitive_singular,False
Anruf,NOUN,1771,Anrufe,nominative_plural,False
Medizin,NOUN,1772,Medizin,lemma,True
Medizin,NOUN,1772,Medizin,genitive_singular,False
Medizin,NOUN,1772,Medizinen,nominative_plural,False
Prozess,NOUN,1773,Prozess,lemma,True
Prozess,NOUN,1773,Prozesses,genitive_singular,False
Prozess,NOUN,1773,Prozesse,nominative_plural,False
schieben,VERB,1774,schieben,lemma,True
schieben,VERB,1774,schob,preterite_3sg,False
schieben,VERB,1774,geschoben,participle_ii,False
Samstag,NOUN,1775,Samstag,lemma,True
Samstag,NOUN,1775,Samstags,genitive_singular,False
Samstag,NOUN,1775,Samstage,nominative_plural,False
respektieren,VERB,1776,respektieren,lemma,True
respektieren,VERB,1776,respektierte,preterite_3sg,False
respektieren,VERB,1776,respektiert,participle_ii,False
Chaos,NOUN,1777,Chaos,lemma,True
Chaos,NOUN,1777,Chaos,genitive_singular,False
Chaos,NOUN,1777,Chaoten,nominative_plural,False
Schönheit,NOUN,1778,Schönheit,lemma,True
Schönheit,NOUN,1778,Schönheit,genitive_singular,False
Schönheit,NOUN,1778,Schönheiten,nominative_plural,False
Schritt,VERB,1779,Schritt,lemma,True
Schritt,VERB,1779,schritt,preterite_3sg,False
Schritt,VERB,1779,geschritten,participle_ii,False
Werk,NOUN,1780,Werk,lemma,True
Werk,NOUN,1780,Werkes,genitive_singular,False
Werk,NOUN,1780,Werke,nominative_plural,False
Gift,NOUN,1781,Gift,lemma,True
Gift,NOUN,1781,Giftes,genitive_singular,False
Gift,NOUN,1781,Gifte,nominative_plural,False
erschaffen,VERB,1782,erschaffen,lemma,True
erschaffen,VERB,1782,erschuf,preterite_3sg,False
erschaffen,VERB,1782,erschaffen,participle_ii,False
beinahe,ADV,1783,beinahe,lemma,True
leben,AUX,1784,leben,lemma,True
leben,AUX,1784,lebte,preterite_3sg,False
leben,AUX,1784,gelebt,participle_ii,False
mächtig,ADJ,1785,mächtig,lemma,True
toll,PRON,1786,toll,lemma,True
Fremde,NOUN,1787,Fremde,lemma,True
Fremde,NOUN,1787,Fremde,genitive_singular,False
Fremde,NOUN,1787,Fremden,nominative_plural,False
Norden,NOUN,1788,Norden,lemma,True
Norden,NOUN,1788,Nordens,genitive_singular,False
Norden,NOUN,1788,Norden,nominative_plural,False
Dingen,NOUN,1789,Dingen,lemma,True
Dingen,NOUN,1789,Dinge,genitive_singular,False
Dingen,NOUN,1789,Dinge,nominative_plural,False
seltsam,ADJ,1790,seltsam,lemma,True
Kiste,ADJ,1791,Kiste,lemma,True
Teil,VERB,1792,Teil,lemma,True
Teil,VERB,1792,teilte,preterite_3sg,False
Teil,VERB,1792,geteilt,participle_ii,False
Leitung,NOUN,1793,Leitung,lemma,True
Leitung,NOUN,1793,Leitung,genitive_singular,False
Leitung,NOUN,1793,Leitungen,nominative_plural,False
Deckung,NOUN,1794,Deckung,lemma,True
Deckung,NOUN,1794,Deckung,genitive_singular,False
Deckung,NOUN,1794,Deckungen,nominative_plural,False
versetzen,VERB,1795,versetzen,lemma,True
versetzen,VERB,1795,versetzte,preterite_3sg,False
versetzen,VERB,1795,versetzt,participle_ii,False
Alarm,NOUN,1796,Alarm,lemma,True
Alarm,NOUN,1796,Alarms,genitive_singular,False
Alarm,NOUN,1796,Alarme,nominative_plural,False
Verrat,VERB,1797,Verrat,lemma,True
Verrat,VERB,1797,verriet,preterite_3sg,False
Verrat,VERB,1797,verraten,participle_ii,False
extra,ADV,1798,extra,lemma,True
Entspannung,NOUN,1799,Entspannung,lemma,True
Entspannung,NOUN,1799,Entspannung,genitive_singular,False
Entspannung,NOUN,1799,Entspannungen,nominative_plural,False
Eindruck,NOUN,1800,Eindruck,lemma,True
Eindruck,NOUN,1800,Eindrucks,genitive_singular,False
Eindruck,NOUN,1800,Eindrücke,nominative_plural,False
befürchten,VERB,1801,befürchten,lemma,True
befürchten,VERB,1801,befürchtete,preterite_3sg,False
befürchten,VERB,1801,befürchtet,participle_ii,False
nähern,VERB,1802,nähern,lemma,True
nähern,VERB,1802,näherte,preterite_3sg,False
nähern,VERB,1802,genähert,participle_ii,False
unschuldig,ADJ,1803,unschuldig,lemma,True
wehtun,VERB,1804,wehtun,lemma,True
wehtun,VERB,1804,tat weh,preterite_3sg,False
wehtun,VERB,1804,wehgetan,participle_ii,False
rausfinden,VERB,1805,rausfinden,lemma,True
rausfinden,VERB,1805,fand raus,preterite_3sg,False
rausfinden,VERB,1805,rausgefunden,participle_ii,False
Herrgott,NOUN,1806,Herrgott,lemma,True
Herrgott,NOUN,1806,Herrgotts,genitive_singular,False
Herrgott,NOUN,1806,Herrgötter,nominative_plural,False
Anweisung,NOUN,1807,Anweisung,lemma,True
Anweisung,NOUN,1807,Anweisung,genitive_singular,False
Anweisung,NOUN,1807,Anweisungen,nominative_plural,False
Nacken,NOUN,1808,Nacken,lemma,True
Nacken,NOUN,1808,Nackens,genitive_singular,False
Nacken,NOUN,1808,Nacken,nominative_plural,False
Montag,NOUN,1809,Montag,lemma,True
Montag,NOUN,1809,Montags,genitive_singular,False
Montag,NOUN,1809,Montage,nominative_plural,False
perfektionieren,VERB,1810,perfektionieren,lemma,True
perfektionieren,VERB,1810,perfektionierte,preterite_3sg,False
perfektionieren,VERB,1810,perfektioniert,participle_ii,False
begrüßen,VERB,1811,begrüßen,lemma,True
begrüßen,VERB,1811,begrüßte,preterite_3sg,False
begrüßen,VERB,1811,begrüßt,participle_ii,False
erzählen,VERB,1812,erzählen,lemma,True
erzählen,VERB,1812,erzählte,preterite_3sg,False
erzählen,VERB,1812,erzählt,participle_ii,False
segnen,VERB,1813,segnen,lemma,True
segnen,VERB,1813,segnete,preterite_3sg,False
segnen,VERB,1813,gesegnet,participle_ii,False
schlecht,ADJ,1814,schlecht,lemma,True
Hank,NOUN,1815,Hank,lemma,True
Hank,NOUN,1815,Hanks,genitive_singular,False
Hank,NOUN,1815,Hanks,nominative_plural,False
Geburt,NOUN,1816,Geburt,lemma,True
Geburt,NOUN,1816,Geburt,genitive_singular,False
Geburt,NOUN,1816,Geburten,nominative_plural,False
verabschieden,VERB,1817,verabschieden,lemma,True
verabschieden,VERB,1817,verabschiedete,preterite_3sg,False
verabschieden,VERB,1817,verabschiedet,participle_ii,False
einfach,ADJ,1818,einfach,lemma,True
offiziell,ADJ,1819,offiziell,lemma,True
kriegen,VERB,1820,kriegen,lemma,True
kriegen,VERB,1820,kriegte,preterite_3sg,False
kriegen,VERB,1820,gekriegt,participle_ii,False
Freundschaft,NOUN,1821,Freundschaft,lemma,True
Freundschaft,NOUN,1821,Freundschaft,genitive_singular,False
Freundschaft,NOUN,1821,Freundschaften,nominative_plural,False
explodieren,VERB,1822,explodieren,lemma,True
explodieren,VERB,1822,explodierte,preterite_3sg,False
explodieren,VERB,1822,explodiert,participle_ii,False
vögeln,VERB,1823,vögeln,lemma,True
vögeln,VERB,1823,vögelte,preterite_3sg,False
vögeln,VERB,1823,gevögelt,participle_ii,False
Schnauze,NOUN,1824,Schnauze,lemma,True
Schnauze,NOUN,1824,Schnauze,genitive_singular,False
Schnauze,NOUN,1824,Schnauzen,nominative_plural,False
beleidigen,VERB,1825,beleidigen,lemma,True
beleidigen,VERB,1825,beleidigte,preterite_3sg,False
beleidigen,VERB,1825,beleidigt,participle_ii,False
jedoch,ADV,1826,jedoch,lemma,True
ächzen,VERB,1827,ächzen,lemma,True
ächzen,VERB,1827,ächzte,preterite_3sg,False
ächzen,VERB,1827,geächzt,participle_ii,False
Verräter,NOUN,1828,Verräter,lemma,True
Verräter,NOUN,1828,Verräters,genitive_singular,False
Verräter,NOUN,1828,Verräter,nominative_plural,False
Prost,NOUN,1829,Prost,lemma,True
Prost,NOUN,1829,Prosts,genitive_singular,False
Prost,NOUN,1829,Prosts,nominative_plural,False
beschissen,ADJ,1830,beschissen,lemma,True
aktivieren,VERB,1831,aktivieren,lemma,True
aktivieren,VERB,1831,aktivierte,preterite_3sg,False
aktivieren,VERB,1831,aktiviert,participle_ii,False
Brust,NOUN,1832,Brust,lemma,True
Brust,NOUN,1832,Brust,genitive_singular,False
Brust,NOUN,1832,Brüste,nominative_plural,False
Kleider,NOUN,1833,Kleider,lemma,True
Kleider,NOUN,1833,Kleider,genitive_singular,False
Kleider,NOUN,1833,Kleider,nominative_plural,False
sicher,ADJ,1834,sicher,lemma,True
Jacke,NOUN,1835,Jacke,lemma,True
Jacke,NOUN,1835,Jacke,genitive_singular,False
Jacke,NOUN,1835,Jacken,nominative_plural,False
rühren,VERB,1836,rühren,lemma,True
rühren,VERB,1836,rührte,preterite_3sg,False
rühren,VERB,1836,gerührt,participle_ii,False
praktisch,ADV,1837,praktisch,lemma,True
wild,ADV,1838,wild,lemma,True
Schlafzimmer,NOUN,1839,Schlafzimmer,lemma,True
Schlafzimmer,NOUN,1839,Schlafzimmers,genitive_singular,False
Schlafzimmer,NOUN,1839,Schlafzimmer,nominative_plural,False
Kilometer,NOUN,1840,Kilometer,lemma,True
Kilometer,NOUN,1840,Kilometers,genitive_singular,False
Kilometer,NOUN,1840,Kilometer,nominative_plural,False
Vorschlag,NOUN,1841,Vorschlag,lemma,True
Vorschlag,NOUN,1841,Vorschlags,genitive_singular,False
Vorschlag,NOUN,1841,Vorschläge,nominative_plural,False
meins,PRON,1842,meins,lemma,True
komisch,ADJ,1843,komisch,lemma,True
weggehen,VERB,1844,weggehen,lemma,True
weggehen,VERB,1844,wegging,preterite_3sg,False
weggehen,VERB,1844,weggegangen,participle_ii,False
finden,VERB,1845,finden,lemma,True
finden,VERB,1845,fand,preterite_3sg,False
finden,VERB,1845,gefunden,participle_ii,False
Bedingung,NOUN,1846,Bedingung,lemma,True
Bedingung,NOUN,1846,Bedingung,genitive_singular,False
Bedingung,NOUN,1846,Bedingungen,nominative_plural,False
Gerücht,NOUN,1847,Gerücht,lemma,True
Gerücht,NOUN,1847,Gerüchts,genitive_singular,False
Gerücht,NOUN,1847,Gerüchte,nominative_plural,False
Einladung,NOUN,1848,Einladung,lemma,True
Einladung,NOUN,1848,Einladung,genitive_singular,False
Einladung,NOUN,1848,Einladungen,nominative_plural,False
verloben,VERB,1849,verloben,lemma,True
verloben,VERB,1849,verlobte,preterite_3sg,False
verloben,VERB,1849,verlobt,participle_ii,False
Müll,NOUN,1850,Müll,lemma,True
Müll,NOUN,1850,Mülls,genitive_singular,False
Müll,NOUN,1850,Mülle,nominative_plural,False
Pille,NOUN,1851,Pille,lemma,True
Pille,NOUN,1851,Pille,genitive_singular,False
Pille,NOUN,1851,Pillen,nominative_plural,False
Ermittlung,NOUN,1852,Ermittlung,lemma,True
Ermittlung,NOUN,1852,Ermittlung,genitive_singular,False
Ermittlung,NOUN,1852,Ermittlungen,nominative_plural,False
